,Neisseria elongata C2011003085,Neisseria elongata subsp. glycolytica 431 NMEN,Neisseria elongata subsp. glycolytica 404 NMEN,Neisseria elongata subsp. elongata ATCC 25295,Neisseria elongata subsp. glycolytica NCTC11050,Neisseria elongata M15910,Neisseria elongata subsp. glycolytica 1279 NMEN,Neisseria elongata C2013018262,Neisseria elongata C2014003241,Neisseria elongata subsp. glycolytica ATCC 29315 ATCC 29315,Neisseria elongata NCTC10660,Neisseria elongata M15911,Kingella potus NCTC13336,Kingella potus 3 SID 1128,Neisseria bacilliformis 203 NMEN,Neisseria bacilliformis 914 NLAC,Neisseria bacilliformis DSM 23338,Neisseria bacilliformis ATCC BAA 1200,Neisseria shayeganii DSM22244,Neisseria shayeganii 871,Eikenella corrodens FDAARGOS 1474,Eikenella corrodens ATCC 23834 ATCC 23834,Eikenella sp. NML03-A-027 NML03-A-027,Eikenella exigua PXX,Eikenella sp. NML96-A-049 NML96-A-049,Eikenella longinqua NML02-A-017,Eikenella sp. NML99-0057 NML99-0057,Eikenella corrodens EI 07,Eikenella sp. NML070372 NML070372,Eikenella sp. NML97-A-109 NML97-A-109,Eikenella sp. NML080894 NML080894,Eikenella sp. HMSC061C02 HMSC061C02,Eikenella halliae NML130454,Eikenella corrodens EI 01,Eikenella sp. NML120348 NML120348,Eikenella sp. HMSC073A11 HMSC073A11,Eikenella corrodens KCOM 1378,Eikenella corrodens NML130388,Eikenella corrodens EI 05,Eikenella corrodens NML04-0072,Eikenella corrodens NML140207,Eikenella corrodens 491 NMEN,Eikenella glucosivorans S3360,Eikenella corrodens NML01-0328,Eikenella corrodens EI 04,Eikenella corrodens NML01-0040,Eikenella corrodens EI 06,Eikenella sp. NML01-A-086 NML01-A-086,Eikenella exigua EI 02,Eikenella corrodens EI 03,Eikenella corrodens EI 08,Eikenella sp. HMSC071B05 HMSC071B05,Eikenella corrodens KCOM 3110,Eikenella corrodens EI 09,Eikenella corrodens NML120819,Eikenella corrodens NCTC10596,Eikenella corrodens CC92I CC92I,Eikenella sp. Marseille-P7795 Marseille-P7795,Kingella sp. CICC 24913 CICC 24913,Conchiformibius kuhniae DSM 17694 DSM 17694,Conchiformibius steedae COT-280,Conchiformibius steedae DSM 2580 DSM 2580,Conchiformibius steedae DSM 2580,Kingella denitrificans GC77,Kingella denitrificans ATCC 33394 ATCC 33394,Kingella denitrificans FDAARGOS 1060,Kingella denitrificans NCTC10995,Kingella bonacorsii Marseille-Q4569,Kingella oralis DSM 18271,Kingella oralis ATCC 51147 ATCC 51147,Alysiella filiformis DSM 16848,Alysiella filiformis DSM 16848 DSM 16848,Simonsiella muelleri ATCC 29453,Simonsiella muelleri DSM 2579,Alysiella crassa S6,Alysiella crassa NCTC10283,Alysiella crassa DSM 2578 DSM 2578,Kingella negevensis kingella eburonensis,Kingella negevensis Pharynx,Kingella negevensis SW7208426,Kingella kingae PV1748 PV1748,Kingella kingae KK113 KK113,Kingella kingae KK245 KK245,Kingella kingae BB114 BB114,Kingella kingae KK274,Kingella kingae NCTC10746,Kingella kingae ATCC 23332,Kingella kingae KK83 KK83,Kingella kingae 11220434 11220434,Kingella kingae KK12 KK12,Kingella kingae KK101 KK101,Kingella kingae KK260 KK260,Kingella kingae KK145 KK145,Kingella kingae KK156 KK156,Kingella kingae KK107 KK107,Kingella kingae KK6 KK6,Kingella kingae AA417 AA417,Kingella kingae KK411 KK411,Kingella kingae KK274 KK274,Kingella kingae KK199 KK199,Kingella kingae KK242 KK242,Kingella kingae CC254 CC254,Kingella kingae KK171 KK171,Kingella kingae KK3 KK3,Kingella kingae Vir5453 Vir5453,Kingella kingae BB631 BB631,Kingella kingae D2363 D2363,Kingella kingae BB060 BB060,Kingella kingae KK60 KK60,Kingella kingae KK88 KK88,Kingella kingae ATCC 23330 ATCC 23330,Kingella kingae 4177 66,Kingella kingae NCTC10529,Kingella kingae KK189 KK189,Kingella kingae KK141 KK141,Kingella kingae KK75 KK75,Kingella kingae AA068 AA068,Kingella kingae KK158 KK158,Kingella kingae KK56 KK56,Kingella kingae AA255 AA255,Kingella kingae AA105 AA105,Kingella kingae KK238 KK238,Kingella kingae BB016 BB016,Kingella kingae KK97 KK97,Kingella kingae KK93 KK93,Kingella kingae KK190 KK190,Kingella kingae KK128 KK128,Kingella kingae ATCC 23331,Kingella kingae PYKK081 PYKK081,Kingella kingae D7330 D7330,Kingella kingae chl4475,Kingella kingae chl3548,Kingella kingae chl2764,Kingella kingae F41215CHC
Kingella sp. CICC 24913 CICC 24913,79.882614,80.04509,80.051834,79.897186,80.17392,80.05127,79.801201,80.003693,80.102921,80.13501,79.991669,80.015785,80.299362,80.255951,81.696808,81.721634,81.883018,81.771736,79.218491,79.390373,79.79361,80.200485,80.109741,80.210678,80.232361,79.499786,79.607864,79.601326,79.348785,79.479599,79.489494,79.540245,79.44001,79.374146,79.37529,79.985039,79.854729,79.767715,79.948128,80.340591,80.046753,80.137756,80.015961,79.908371,80.131287,79.994598,80.059517,80.014389,79.856186,80.061676,80.036804,80.122795,79.892097,80.038261,80.033401,80.070717,79.911377,79.98243,100,78.355072,77.297493,77.352234,77.316666,79.528404,79.468735,79.521217,79.492363,79.334587,79.237228,79.32444,76.700607,76.476097,76.080055,76.233742,76.703842,76.817856,76.719437,76.606995,76.633835,76.710571,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.316673,76.490089,76.307655,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.340698,74,74,74
Conchiformibius kuhniae DSM 17694 DSM 17694,77.853615,77.672577,77.740471,77.676483,77.584671,77.607971,77.630371,77.726372,77.737045,77.642532,77.656219,77.648102,77.897598,77.812325,77.992081,77.948929,78.009689,77.971619,78.059555,78.168579,77.42662,77.681229,77.789536,77.966843,77.639519,77.460175,77.534485,77.52813,77.308853,77.522087,77.577057,77.49321,77.476471,77.428688,77.525803,77.799377,77.766899,77.498672,77.458603,77.746391,77.402115,77.544373,77.649109,77.62397,77.507858,77.621071,77.525925,77.720718,77.487701,77.52626,77.56839,77.630127,77.540688,77.549606,77.652939,77.719704,77.73597,77.649269,78.355072,100,81.94519,81.92601,81.907089,78.176804,78.327637,78.362839,78.316917,78.036575,77.976089,77.963287,78.237106,78.172424,74,76.413277,78.085754,77.973686,78.017929,76.781433,76.858047,76.839424,77.116013,77.08651,77.177834,77.170593,77.14624,77.127853,77.158218,77.04039,77.088257,77.077438,77.035172,77.087799,77.107422,77.118042,77.10569,77.11145,77.13353,77.117722,77.051163,77.106705,77.11174,77.18219,77.038895,77.074982,77.012817,77.007408,77.043488,77.161194,77.209061,77.169937,77.011734,77.099747,77.156036,77.248398,77.182388,77.225174,77.258774,77.250862,77.162155,77.262375,77.200317,77.174858,77.168884,77.06134,77.153763,77.148941,77.141663,77.155106,77.090683,77.054314,77.065491,77.036934,77.105034,77.106873
Conchiformibius steedae COT-280,74,74,74,77.213074,77.185944,77.307426,77.101707,77.141937,77.274391,77.191132,77.123772,77.200897,77.243286,77.259842,77.291939,74,77.519028,77.473328,77.68959,77.814423,74,74,76.981758,77.271622,77.027542,77.203468,74,74,74,74,74,74,74,74,74,77.158714,77.208206,74,74,74,77.17202,74,74,74,77.173882,74,74,74,77.231117,74,74,74,74,74,74,74,74,74,77.297493,81.94519,100,96.177032,96.157974,77.713516,77.848526,77.948547,77.914185,77.807877,77.593613,77.544403,78.348763,78.419205,77.356323,77.381081,78.52507,78.457794,78.476028,77.12561,77.260757,77.119339,77.562866,77.527397,77.593613,77.554367,77.585594,77.53907,77.58461,77.394585,77.524178,77.395676,77.444275,77.461845,77.395081,77.454971,77.411346,77.444214,77.405922,77.409508,77.404572,77.400864,77.5271,77.578568,77.633499,77.634399,77.674744,77.537125,77.651703,77.559494,77.535233,77.542374,77.564362,77.635231,77.622406,77.539993,77.529419,77.588303,77.544388,77.546722,77.575699,77.624512,77.572708,77.551132,77.567078,77.558891,77.581909,77.534653,77.576454,77.740524,77.590446,77.575836,77.617081,77.648376,77.63884,77.576141
Conchiformibius steedae DSM 2580 DSM 2580,77.739166,78.005196,77.794647,77.735855,77.851334,78.022095,77.707504,77.625092,77.990746,77.980667,78.063889,77.862167,77.997711,78.095169,77.457314,77.347694,77.612976,77.476471,78.126312,77.969048,74,74,74,78.085358,77.228424,74,74,74,74,74,74,74,74,74,74,77.001328,77.38031,77.346115,74,74,74,74,77.555191,74,77.403931,77.481903,74,77.51767,77.422653,74,74,74,77.749214,74,77.461449,77.692154,77.457458,77.651527,77.352234,81.92601,96.177032,100,99.994873,77.828072,77.920441,78.262146,78.182785,78.249283,77.975021,77.973526,78.38884,78.19455,77.70108,77.661629,78.670029,78.643356,78.529961,77.225975,77.536247,77.500031,77.599182,77.58577,77.574051,77.465622,77.496124,77.543076,77.685425,77.478653,77.564224,77.460571,77.571243,77.539215,77.514069,77.489685,77.514076,77.555115,77.547882,77.53698,77.530975,77.536407,77.538559,77.552666,77.642471,77.629745,77.698929,77.711365,77.621628,77.652992,77.576843,77.632278,77.601334,77.746613,77.887131,77.553627,77.603607,77.55368,77.519913,77.530273,77.692352,77.602722,77.639282,77.608261,77.53154,77.50885,77.581657,77.533173,77.553131,77.814865,77.690315,77.478104,77.604462,77.586174,77.519943,77.747437
Conchiformibius steedae DSM 2580,77.669083,74,74,77.759506,77.882141,77.970657,77.599991,77.636024,77.919044,77.911453,78.02916,77.927376,78.041481,78.070526,77.485085,77.352676,77.585556,77.419441,78.023407,77.962753,74,77.235252,77.082161,74,77.173737,74,77.189774,74,74,76.875504,74,74,74,74,74,77.150169,77.246582,77.376419,74,74,74,74,77.2995,77.521523,77.224594,77.46312,77.320465,77.377045,77.332718,74,74,77.17083,77.542831,74,74,77.688171,77.127739,77.647301,77.316666,81.907089,96.157974,99.994873,100,77.823341,77.974899,78.270409,78.199707,78.144325,77.980774,77.964066,78.524094,78.236694,77.457733,77.451126,78.583817,78.612099,78.455688,77.010292,77.266022,77.326958,77.569496,77.534256,77.487549,77.4394,77.474365,77.497887,77.616119,77.45639,77.478012,77.44986,77.482521,77.482864,77.506386,77.498627,77.445007,77.537445,77.54834,77.459686,77.452438,77.474167,77.479813,77.491013,77.58313,77.649582,77.671875,77.626984,77.609543,77.500603,77.48954,77.488052,77.491928,77.721992,77.749588,77.431374,77.487022,77.510597,77.448807,77.453918,77.581131,77.547554,77.505676,77.592148,77.535126,77.483421,77.540146,77.501801,77.530708,77.755585,77.665787,77.548706,77.522552,77.509026,77.469757,77.722
Kingella denitrificans GC77,80.743988,80.591339,80.566116,80.830788,80.589043,80.729477,80.443222,80.58992,80.695969,80.614319,80.89994,80.904221,78.928741,78.843018,79.51326,79.386322,79.41935,79.429527,78.457413,78.433151,79.585861,79.963531,80.168869,81.69368,81.630142,80.302841,80.470703,80.47197,80.483902,80.656265,80.676598,80.587936,80.43988,80.546921,80.418434,81.371475,81.235977,81.259537,81.530853,80.916054,81.014565,81.219124,81.227501,81.459656,81.182953,81.297989,81.580376,81.146881,81.175774,81.20224,81.302094,81.287201,81.349464,81.151634,81.031006,81.125366,81.093185,81.179764,79.528404,78.176804,77.713516,77.828072,77.823341,100,96.040222,96.007874,96.000549,79.483322,79.366974,79.368347,77.873825,77.679466,74,74,77.800217,77.756561,77.698608,77.44519,77.607208,77.474335,77.749184,77.799217,77.866699,77.846748,77.781807,77.982651,77.94043,77.886414,77.880508,77.877419,77.901993,77.899399,77.848083,77.885597,77.879005,77.85714,77.854347,77.830856,77.861435,77.86116,77.864563,77.878265,77.994743,77.962723,77.976089,77.955841,78.015015,77.972198,78.003891,77.914711,78.021225,78.014053,77.936386,77.875534,77.857513,77.865677,77.893509,77.921104,78.057022,78.028091,78.045799,77.975418,77.967117,77.89299,77.975304,78.00473,78.032608,77.976364,77.869102,77.944412,78.040695,78.058884,78.026909,77.926735
Kingella denitrificans ATCC 33394 ATCC 33394,80.818542,80.731056,80.65451,81.104378,80.829453,81.06575,80.670792,80.738159,81.382584,80.795456,81.233643,81.168152,78.838333,78.687683,79.711975,79.545685,79.478088,79.471802,78.474564,78.368919,79.317139,79.860245,79.924271,81.737518,82.027145,80.442307,80.663895,80.633751,80.452682,80.619461,80.662399,80.336807,80.290657,80.420418,80.212097,81.407639,81.230942,81.214951,81.417328,80.805794,80.769775,81.290039,81.379684,81.376846,81.248634,81.694077,81.361832,81.012329,81.431145,81.525452,81.43116,81.120575,81.302658,81.219147,81.187935,81.139847,81.21566,81.289246,79.468735,78.327637,77.848526,77.920441,77.974899,96.040222,100,99.923683,99.924324,79.345657,79.296265,79.355774,77.818565,77.670418,74,74,77.741364,77.643478,77.720322,77.61937,77.605347,77.555923,78.035507,77.988388,78.011322,77.987549,78.755989,78.087784,78.121475,78.057266,78.051331,78.104309,78.051056,78.018829,78.047989,78.050446,78.001053,78.058411,78.071861,78.072678,78.112946,78.067329,78.027924,78.087677,78.179176,78.138321,78.162,78.140442,78.084763,78.028526,78.02684,78.005478,78.106781,78.16349,78.251526,78.109573,78.071098,78.155083,78.136292,78.155594,78.025681,77.994385,78.041603,78.032578,78.141304,78.033859,78.131699,78.18631,78.147171,78.165932,78.193481,78.074188,78.260071,78.234406,78.277779,78.18811
Kingella denitrificans FDAARGOS 1060,81.126022,81.170441,80.934441,81.298416,81.178764,81.559235,81.005653,80.904518,81.412079,81.109848,81.487091,81.449936,79.041054,79.072296,80.07547,79.615692,79.825577,79.681641,78.632858,78.489891,79.524628,80.175003,80.261368,81.950607,82.05542,80.501968,80.72683,80.849007,80.561462,80.870392,80.899132,80.440948,80.313698,80.561699,80.302399,81.507126,81.407104,81.308731,81.514992,80.930542,80.826263,81.545364,81.536835,81.505005,81.509262,81.714569,81.460205,81.255569,81.57766,81.638,81.624069,81.242218,81.63588,81.444458,81.27224,81.568039,81.30912,81.617157,79.521217,78.362839,77.948547,78.262146,78.270409,96.007874,99.923683,100,99.997246,79.562531,79.464531,79.386734,78.143135,77.826904,74,74,77.962509,77.824692,77.695625,77.467682,77.711838,77.741409,78.060692,78.028824,78.097794,78.077759,78.777802,78.271606,78.246689,78.143692,78.058441,78.137344,78.062393,78.037048,78.077026,78.087158,78.086807,78.12365,78.130615,78.160767,78.113861,78.179283,78.030334,78.123428,78.247864,78.202934,78.241318,78.2388,78.13427,78.146454,78.166351,78.138832,78.12616,78.373169,78.273582,78.07254,77.992691,78.142319,78.109406,78.138565,78.105743,78.12561,78.136276,78.154282,78.232651,78.115402,78.237274,78.332802,78.221558,78.379425,78.17308,78.221176,78.343,78.263519,78.31852,78.531372
Kingella denitrificans NCTC10995,81.072205,80.959198,80.872154,81.240402,81.142242,81.462128,80.861519,81.017456,81.415329,81.056915,81.466766,81.452019,78.937469,78.913475,80.025742,79.525085,79.742142,79.601097,78.597839,78.411476,79.52224,80.087357,80.074112,81.818069,82.029991,80.42968,80.700371,80.766541,80.538025,80.638199,80.769585,80.458786,80.412521,80.538467,80.438324,81.42672,81.363487,81.113762,81.489319,80.947113,80.860184,81.510849,81.543236,81.601479,81.272827,81.784943,81.36615,81.125381,81.663239,81.610443,81.572159,81.189438,81.751801,81.464874,81.199394,81.559937,81.204803,81.543732,79.492363,78.316917,77.914185,78.182785,78.199707,96.000549,99.924324,99.997246,100,79.545319,79.405899,79.39286,78.1716,77.809814,74,74,77.980667,77.77932,77.698036,77.57843,77.770386,77.777939,77.974564,77.950241,77.981346,77.961586,78.673065,78.162796,78.189819,78.019897,77.993332,78.08078,77.940109,77.920097,77.947662,77.983887,77.945053,78.019211,78.025642,78.040619,78.001663,78.046661,78.058273,78.095001,78.112015,78.101624,78.132294,78.142647,78.110588,78.044418,78.084496,78.082413,78.115143,78.240074,78.198318,78.091034,78.019287,78.145767,78.137772,78.118271,78.11795,78.152466,78.106949,78.051926,78.199387,78.072952,78.190063,78.231354,78.226288,78.273117,78.119644,78.171234,78.213676,78.200844,78.229828,78.342758
Kingella bonacorsii Marseille-Q4569,78.517014,78.527176,78.619698,78.623886,78.915016,78.763031,79.141266,78.95752,78.449066,78.911095,78.819839,78.824554,78.570724,78.753052,79.628731,79.329887,79.83757,79.668793,77.956802,77.881256,78.196274,79.010925,78.631195,79.030685,78.754684,78.502968,78.487015,78.72731,78.260193,78.777718,78.829453,78.617203,78.723885,78.552338,78.508133,78.660217,78.662384,78.833611,78.9589,79.060303,78.626114,78.781921,78.472809,78.913803,79.093903,79.225494,78.81665,78.865341,79.093094,78.965546,78.91925,78.469147,79.172554,79.105392,78.996689,79.001579,78.698441,78.984222,79.334587,78.036575,77.807877,78.249283,78.144325,79.483322,79.345657,79.562531,79.545319,100,96.417816,96.397903,78.027893,77.721832,77.158264,77.13063,78.039581,77.925682,77.687454,77.99176,78.091881,78.109154,77.961121,77.891266,77.878937,77.893333,78.232422,77.875137,78.020401,77.842041,77.680573,77.816978,77.775108,77.803635,77.868256,77.821938,77.826141,77.868759,77.862885,77.780441,77.807266,77.87207,77.90329,77.887985,77.830391,77.911316,77.84758,77.942307,77.871109,77.956284,77.896484,77.834854,78.001686,78.080627,78.118828,77.935547,77.923447,77.981857,77.975967,77.934288,77.948273,78.006104,77.885246,78.012779,77.787766,77.743271,77.814781,77.784927,77.796936,77.949722,77.882759,77.982376,77.914223,77.833542,77.845459,78.031021
Kingella oralis DSM 18271,78.200439,78.46106,78.444565,78.32962,78.924759,78.387657,78.566208,78.340042,78.446182,78.879379,78.591599,78.451195,78.639679,78.723694,79.65741,79.210327,79.571228,79.614853,77.937744,77.753738,78.248642,78.345497,78.408813,78.868622,78.838371,78.381744,78.299911,78.544617,78.331619,78.498497,78.426529,78.287399,78.229836,78.324463,78.199982,78.667328,78.609329,78.487869,78.71299,78.571075,78.400894,78.683571,78.426361,78.531464,78.591843,78.597252,78.55146,78.636345,78.67276,78.557808,78.602394,78.340126,78.579376,78.650574,78.472443,78.758194,78.523705,78.754181,79.237228,77.976089,77.593613,77.975021,77.980774,79.366974,79.296265,79.464531,79.405899,96.417816,100,99.98822,78.076675,77.827347,76.98877,76.836792,78.083893,77.983871,77.86937,78.033554,78.117371,78.180168,77.980942,77.987015,77.934875,77.939728,77.89888,78.065872,77.959778,77.845978,77.766998,77.884247,77.885262,77.943695,77.95256,77.942116,77.9487,77.966774,77.957535,77.961357,77.894646,77.983047,77.885605,77.890907,77.960945,77.856461,77.917236,78.012863,77.879868,77.899445,77.876465,77.919296,77.91806,78.066849,78.12001,77.958084,77.964264,78.023117,77.996429,77.95253,77.972427,77.921783,77.935989,77.829018,77.886887,77.884964,77.876617,77.771118,77.903625,78.168022,77.920013,77.915482,77.874771,77.853989,77.954987,78.105042
Kingella oralis ATCC 51147 ATCC 51147,78.307816,78.440079,78.410866,78.369827,78.734222,78.374237,78.614494,78.367462,78.566345,78.763184,78.517838,78.490311,78.651672,78.762665,79.598679,79.310768,79.654686,79.727768,77.831726,77.842232,78.16301,78.334183,78.53997,78.661331,78.714096,78.497635,78.495537,78.64283,78.326401,78.426102,78.407013,78.322968,78.261421,78.296814,78.249245,78.632431,78.612106,78.532578,78.644592,78.408981,78.376068,78.682549,78.452522,78.424179,78.597168,78.455536,78.545547,78.625008,78.677032,78.499557,78.576401,78.280647,78.485504,78.637253,78.431808,78.686737,78.516251,78.691437,79.32444,77.963287,77.544403,77.973526,77.964066,79.368347,79.355774,79.386734,79.39286,96.397903,99.98822,100,78.055405,77.8992,76.970657,76.926437,77.888268,77.902863,77.890594,78.170509,78.041893,78.070839,78.04892,78.004395,78.008194,78.004776,78.049248,78.136703,78.084015,77.976967,77.870987,77.960579,78.014984,78.049881,78.055702,78.077705,78.045418,78.04277,78.043228,78.052567,78.062256,78.07782,78.021103,78.026917,78.009132,78.01149,77.97525,78.036858,78.00193,77.975182,77.994278,77.989403,78.037903,78.140823,78.027527,78.032303,78.086594,78.083305,78.073593,78.046013,78.121208,78.057045,78.05574,77.933441,77.922806,77.965691,77.954155,77.896088,77.990799,78.190643,78.028046,77.991821,78.005684,77.948326,78.039322,78.110184
Alysiella filiformis DSM 16848,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.700607,78.237106,78.348763,78.38884,78.524094,77.873825,77.818565,78.143135,78.1716,78.027893,78.076675,78.055405,100,99.937813,78.892982,78.914856,85.604996,85.456833,85.444427,78.663177,78.704826,78.782776,79.569008,79.522034,79.610764,79.66954,79.486824,79.571518,79.745415,79.525948,79.603973,79.521515,79.556824,79.595177,79.551392,79.576141,79.548294,79.63179,79.648033,79.624596,79.629181,79.610916,79.556793,79.608635,79.531914,79.589157,79.567017,79.542557,79.580338,79.507515,79.493797,79.520142,79.512375,79.583542,79.567169,79.507217,79.548157,79.520447,79.513947,79.557793,79.519188,79.564163,79.546234,79.559471,79.580315,79.449997,79.595604,79.532784,79.571091,79.65715,79.688324,79.549088,79.553452,79.533333,79.603355,79.724075
Alysiella filiformis DSM 16848 DSM 16848,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.476097,78.172424,78.419205,78.19455,78.236694,77.679466,77.670418,77.826904,77.809814,77.721832,77.827347,77.8992,99.937813,100,78.606979,78.60434,85.44986,85.233276,85.408379,78.580086,78.579437,78.518898,79.444336,79.443954,79.446457,79.509872,79.37648,79.295563,79.414062,79.368011,79.424995,79.323242,79.397491,79.429108,79.339767,79.400803,79.345764,79.399643,79.399307,79.423447,79.426788,79.416283,79.388168,79.447823,79.352737,79.484665,79.44001,79.395874,79.389648,79.298035,79.319305,79.307632,79.319191,79.417267,79.373314,79.350647,79.387604,79.408295,79.426422,79.389175,79.355621,79.390038,79.341553,79.333725,79.333328,79.273003,79.347702,79.297256,79.320679,79.388321,79.431,79.341141,79.492241,79.355698,79.47097,79.422073
Simonsiella muelleri ATCC 29453,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.080055,74,77.356323,77.70108,77.457733,74,74,74,74,77.158264,76.98877,76.970657,78.892982,78.606979,100,99.988861,79.881699,79.758194,79.821289,78.891129,79.285889,79.434746,80.070236,80.007263,79.873779,79.964691,80.36985,80.351608,80.294312,79.932899,80.08876,79.929291,79.921555,80.009781,80.018417,80.020409,79.972366,79.980331,80.015961,79.966209,80.016266,80.003944,79.756386,79.795593,79.728439,79.867065,79.778549,79.642029,79.709579,79.888458,79.82869,79.816254,80.009338,80.320847,80.437851,79.816467,79.654167,79.817078,79.797287,79.759613,79.978333,79.966988,79.951614,79.743759,79.680237,79.809692,79.81514,79.735687,79.807922,80.186035,80.284256,79.942398,79.874847,79.827988,79.869614,80.36232
Simonsiella muelleri DSM 2579,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.233742,76.413277,77.381081,77.661629,77.451126,74,74,74,74,77.13063,76.836792,76.926437,78.914856,78.60434,99.988861,100,79.806824,79.805527,79.657486,78.789688,79.21759,79.313904,79.943077,79.981384,79.953499,79.963997,80.32534,80.33078,80.398407,80.022118,80.121994,80.02652,80.047607,80.066742,80.050919,80.079437,80.045158,80.008636,80.021225,80.027328,80.076416,80.017212,79.827026,79.879074,79.875343,79.900841,79.892677,79.76413,79.766418,79.868469,79.814865,79.913788,80.008316,80.221756,80.343239,79.89003,79.80674,79.84819,79.857315,79.875336,79.988174,79.929977,79.877724,79.801102,79.654182,79.748962,79.807312,79.778473,79.800659,80.077942,80.173508,79.906311,79.834656,79.837692,79.828148,80.189194
Alysiella crassa S6,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.703842,78.085754,78.52507,78.670029,78.583817,77.800217,77.741364,77.962509,77.980667,78.039581,78.083893,77.888268,85.604996,85.44986,79.881699,79.806824,100,99.968521,99.882217,79.003204,79.128159,79.180542,79.728287,79.762009,79.80014,79.796173,79.844597,79.942863,79.972946,79.917336,79.922264,79.912567,79.804245,79.834747,79.881165,79.841812,79.893524,79.917236,79.933899,79.802414,79.847244,79.915176,79.796844,79.790878,79.636406,79.713593,79.744049,79.629044,79.564972,79.650986,79.561592,79.558372,79.59404,79.827202,79.677483,79.558884,79.496178,79.682892,79.639442,79.63916,79.671387,79.719917,79.584518,79.578781,79.69603,79.585678,79.695526,79.506699,79.657684,79.835648,79.723129,79.764725,79.76532,79.625458,79.774689,79.768738
Alysiella crassa NCTC10283,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.817856,77.973686,78.457794,78.643356,78.612099,77.756561,77.643478,77.824692,77.77932,77.925682,77.983871,77.902863,85.456833,85.233276,79.758194,79.805527,99.968521,100,99.910675,79.109596,79.218697,79.191902,79.743973,79.754372,79.748917,79.827423,79.827957,79.896805,79.999161,79.917084,79.887085,79.918701,79.837021,79.84861,79.889435,79.815826,79.884064,79.875008,79.87645,79.800369,79.834366,79.854195,79.694725,79.730804,79.635742,79.804504,79.681656,79.606934,79.628235,79.66124,79.576485,79.643967,79.63829,79.761421,79.632843,79.543304,79.482819,79.645958,79.672333,79.60495,79.696259,79.806175,79.645752,79.564606,79.690247,79.595612,79.620407,79.577309,79.658432,79.71151,79.65892,79.765991,79.706863,79.632126,79.729614,79.671524
Alysiella crassa DSM 2578 DSM 2578,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.719437,78.017929,78.476028,78.529961,78.455688,77.698608,77.720322,77.695625,77.698036,77.687454,77.86937,77.890594,85.444427,85.408379,79.821289,79.657486,99.882217,99.910675,100,79.0578,79.135635,79.136421,79.680283,79.661049,79.736588,79.809357,79.875824,79.919678,79.95813,80.009659,80.013596,79.998497,79.935738,79.929047,79.961929,79.942078,79.999237,79.922981,79.947968,79.908127,79.935806,79.919281,79.793465,79.780617,79.72757,79.814316,79.785469,79.691498,79.602341,79.727943,79.669685,79.648209,79.757431,79.7547,79.811981,79.635651,79.610695,79.690353,79.681595,79.6604,79.712189,79.723938,79.681183,79.666832,79.773239,79.668777,79.669098,79.629372,79.748161,79.82724,79.778473,79.892128,79.892227,79.803795,79.878021,79.762115
